1.11,0.2,40,0.027903,0.84006,0.96861,0.99431,0.7885,0.72029,0.72972,1.4037,1,-0,-0,0,0,0.072022,0.12742,0.22715,0.26039,0.37119,0.41551,0.48753,0.5928,0.74792,0.90305,0.92521,0,0,0.10526,0.21053,0.31579,0.31579,0.42105,0.52632,0.52632,0.68421,0.94737,0.94737,0.94737,0
1.11,0.2,39,0.029412,0.85448,0.96859,0.99306,0.7885,0.83148,0.72972,1.2925,1,-0,-0,0,0,0.066482,0.12742,0.22161,0.28809,0.37673,0.43767,0.49861,0.63158,0.78116,0.89197,0.90859,0,0,0.10526,0.15789,0.31579,0.36842,0.47368,0.57895,0.63158,0.84211,0.94737,0.94737,0.94737,0
0.37,0.12222,479,0.19759,0.83695,0.64485,0.93857,0.97154,1.1218,1.376,1.279,1.124,1.585,2,0.0079046,0.073904,0.18038,0.32961,0.47552,0.61574,0.72434,0.81548,0.88922,0.93922,0.96983,0.98532,0.99313,0.015936,0.12749,0.27092,0.52191,0.70916,0.86853,0.9761,0.99602,0.99602,0.99602,0.99602,0.99602,0.99602,0
0.86,0.10448,500,0.14253,0.93998,0.65958,0.96743,0.79909,0.89954,0.97171,0.82193,0.85022,1.5,2,0,0.058396,0.13317,0.19738,0.2571,0.31735,0.38288,0.45845,0.54327,0.6413,0.79746,0.9169,0.96631,0,0.12644,0.24138,0.31034,0.35632,0.4023,0.48276,0.56322,0.64368,0.77011,0.98851,0.98851,0.98851,0
0.58,0.28947,624,0.17496,0.92524,0.55038,0.94071,1.0084,1.0746,1.1694,1.1427,1.0437,1.5,2,0,0.061679,0.12824,0.20208,0.29109,0.39266,0.505,0.61085,0.70293,0.78639,0.87708,0.95132,0.98406,0,0.098266,0.21965,0.35838,0.44509,0.56069,0.79769,0.95376,0.99422,0.99422,0.99422,0.99422,0.99422,0
1.13,0.22222,35,0.017345,0.84723,0.97306,0.99485,0.83007,0.59632,0.58496,1.4037,1,-0,-0,0,0,0.0625,0.13281,0.15625,0.22656,0.32813,0.39063,0.44531,0.53125,0.67969,0.76563,0.89063,0,0,0.125,0.1875,0.1875,0.3125,0.4375,0.4375,0.5625,0.625,0.875,0.9375,0.9375,1
0.92,0.36842,91,0.03092,0.86705,0.9334,0.98797,0.86876,1.1112,1.2618,1.585,1,-0,-0,0,0.034014,0.12018,0.17687,0.29705,0.38209,0.4966,0.62812,0.73129,0.79819,0.86281,0.91383,0.95465,0,0.071429,0.19048,0.2619,0.45238,0.54762,0.7619,0.90476,0.97619,0.97619,0.97619,0.97619,0.97619,1
0.94,0.15094,150,0.025641,0.87722,0.89849,0.98869,0.77259,0.7751,1,1.4037,0.79248,0.5,1,0,0.05354,0.10946,0.18917,0.25699,0.32957,0.4188,0.49375,0.59726,0.72933,0.87805,0.93159,0.96371,0,0.073171,0.14634,0.26829,0.34146,0.41463,0.5122,0.63415,0.80488,0.95122,0.97561,0.97561,0.97561,1
0.72,0.29969,860,0.18477,0.93352,0.46593,0.93115,0.92707,0.97377,0.98991,1.161,1.085,1.4037,2,0.013059,0.073855,0.13663,0.20719,0.2772,0.35632,0.43951,0.53147,0.65986,0.78167,0.89427,0.9454,0.97471,0.022222,0.12593,0.22222,0.32593,0.41481,0.4963,0.57037,0.73333,0.94815,0.99259,0.99259,0.99259,0.99259,1
0.47,0.1194,736,0.17722,0.91388,0.50712,0.93473,0.85599,0.95744,1.198,1.2925,1.124,1.5,2,0.0086078,0.054272,0.12759,0.20988,0.28131,0.35951,0.45591,0.56219,0.68588,0.8106,0.90309,0.9623,0.98825,0.016575,0.099448,0.20994,0.28729,0.41436,0.52486,0.64641,0.8453,0.94475,0.99448,0.99448,0.99448,0.99448,1
