0.81,0.11958,789,0.13348,0.95802,0.56725,0.96336,26.844,45.72,0.99527,0.12566,0.015673,1.604,0.36068,0.74543,0.89425,1.0903,0.93723,0.95345,1.585,2,0,0.067713,0.12973,0.19175,0.25192,0.31533,0.38412,0.45799,0.55525,0.67913,0.80348,0.91567,0.98369,0,0.11404,0.2193,0.27193,0.32456,0.4386,0.5,0.57895,0.7193,0.92105,0.99123,0.99123,0.99123,0
0.92,0.32727,94,0.039216,0.87732,0.93927,0.98944,2.4194,14.954,0.99195,0.39385,0.14659,1.0924,0.56892,0.88753,0.87501,1,1.2297,0.66096,0.5,1,0,0.06428,0.1271,0.21622,0.28926,0.36523,0.4485,0.58729,0.73776,0.82834,0.90139,0.94375,0.95982,0,0.10811,0.21622,0.32432,0.40541,0.48649,0.62162,0.75676,0.97297,0.97297,0.97297,0.97297,0.97297,0
0.55,0.36294,507,0.052036,0.8953,0.76243,0.97398,8.0096,20.843,0.99154,0.17939,0.030809,1.4976,0.45144,0.84327,0.90073,1.1401,1.161,0.90368,1.4037,2,0,0.065977,0.14324,0.22413,0.30785,0.40473,0.50873,0.6462,0.76767,0.84843,0.90755,0.9613,0.98656,0,0.10656,0.21311,0.32787,0.48361,0.59016,0.68852,0.88525,0.9918,0.9918,0.9918,0.9918,0.9918,1
0.01,0.41845,557,0.10709,0.87791,0.67644,0.96053,12.034,27.418,0.98867,0.1594,0.024724,1.5203,0.41801,0.80957,0.91258,1.2696,1.3581,1,1.4037,2,0.0097106,0.071512,0.1638,0.26648,0.38541,0.51353,0.65219,0.77444,0.86168,0.91626,0.95171,0.97896,0.99063,0.02454,0.1411,0.29448,0.45399,0.61963,0.77301,0.92638,0.99387,0.99387,0.99387,0.99387,0.99387,0.99387,1
0.05,0.30481,537,0.08371,0.90058,0.68733,0.96518,10.808,24.33,0.98863,0.15962,0.024807,1.5115,0.36374,0.78241,0.90089,1.0294,1.0198,1.085,1.585,2,0.0099754,0.073313,0.15985,0.24638,0.33844,0.45538,0.58638,0.72868,0.82844,0.88132,0.92314,0.96028,0.98516,0.023256,0.17054,0.26357,0.34884,0.51163,0.68992,0.87597,0.99225,0.99225,0.99225,0.99225,0.99225,0.99225,1
0.88,0.3253,97,0.039216,0.86354,0.93924,0.98925,2.2622,14.05,0.99081,0.39206,0.15053,1.1,0.61343,1.0825,1.085,1.0437,1,0.5,0.5,1,0,0.066358,0.13117,0.21142,0.27623,0.38889,0.47994,0.58333,0.75,0.8287,0.88117,0.91512,0.95062,0,0.13889,0.25,0.36111,0.41667,0.55556,0.66667,0.75,0.97222,0.97222,0.97222,0.97222,0.97222,0
0.07,0.072897,770,0.085219,0.93571,0.57773,0.96694,17.439,30.188,0.99467,0.12946,0.016405,1.5981,0.3485,0.88536,0.84887,0.961,1.1788,1.124,1.5,2,0.010854,0.070892,0.13647,0.20419,0.26909,0.33987,0.41902,0.52869,0.64978,0.76126,0.86721,0.94183,0.97733,0.030075,0.12782,0.22556,0.30827,0.38346,0.5188,0.6015,0.78195,0.95489,0.99248,0.99248,0.99248,0.99248,1
0.69,0.51515,345,0.13047,0.89842,0.74788,0.96214,10.877,29.777,0.98897,0.17937,0.032032,1.4051,0.53494,0.88583,0.88277,0.91156,1.0294,0.85022,1.2925,2,0,0.075571,0.15336,0.23446,0.34353,0.49661,0.60512,0.70948,0.78754,0.85481,0.90353,0.94201,0.97412,0,0.11765,0.23529,0.36471,0.47059,0.70588,0.84706,0.98824,0.98824,0.98824,0.98824,0.98824,0.98824,0
0.94,0.086957,197,0.069382,0.9036,0.86833,0.98284,5.8044,22.472,0.99134,0.25301,0.063227,1.2703,0.65719,0.85982,0.95714,0.97377,1.0577,0.6112,0.79248,1.585,0,0.049146,0.10912,0.16576,0.21658,0.27655,0.35069,0.42982,0.50312,0.59559,0.68971,0.84965,0.9546,0,0.081633,0.14286,0.20408,0.26531,0.32653,0.40816,0.4898,0.61224,0.7551,0.89796,0.97959,0.97959,0
0.93,0.14286,149,0.046757,0.91432,0.90425,0.98699,4.0558,19.714,0.99618,0.30652,0.090474,1.183,0.61994,0.7137,0.82856,0.82193,1.0577,0.70752,0.79248,1.585,0,0.05354,0.11898,0.18917,0.25223,0.32957,0.42237,0.51874,0.64842,0.79358,0.87686,0.93754,0.96252,0,0.073171,0.17073,0.2439,0.34146,0.41463,0.53659,0.63415,0.87805,0.97561,0.97561,0.97561,0.97561,0
